trade_date,close,open,北向资金
2018-05-09,3871.6152,3876.1296,2284.25
2018-05-10,3893.0565,3882.8357,3174.32
2018-05-11,3872.8383,3902.1481,2648.0
2018-05-14,3909.2933,3886.8736,5844.03
2018-05-15,3924.0975,3920.1395,3808.34
2018-05-16,3892.8442,3909.8183,1207.77
2018-05-17,3864.0507,3895.4895,2377.58
2018-05-18,3903.0637,3860.1644,3628.44
2018-05-21,3921.2421,3925.5394,0.0
2018-05-23,3854.5825,3898.2683,2363.17
2018-05-24,3827.217,3853.2916,2179.27
2018-05-25,3816.498,3823.7448,2182.73
2018-05-28,3833.2599,3816.2649,4047.05
2018-05-29,3804.0093,3824.1909,1548.4
2018-05-30,3723.3724,3755.1764,1413.69
2018-05-31,3802.3759,3749.2954,6629.25
2018-06-01,3770.5891,3789.6716,2284.18
2018-06-04,3807.5781,3785.1869,6258.91
2018-06-05,3845.3164,3811.2852,3974.46
2018-06-06,3837.3511,3839.683,2812.3
2018-06-07,3831.0128,3846.9367,4298.88
2018-06-08,3779.6159,3819.4477,831.99
2018-06-11,3779.9818,3770.208,4419.81
2018-06-12,3825.9534,3783.1858,2703.36
2018-06-13,3788.3391,3814.6174,1522.81
